"","id","itemTime","trial","RT","number_chosen","number_not_chosen","quantifier","clicked_left","language","comments","engagement","difficulty","time"
"14","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726738279,14,2138,128,188,"Half","right","English",NA,5,4,439100
"15","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726741667,15,3387,122,128,"Half","right","English",NA,5,4,439100
"16","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726744748,16,3079,122,16,"Half","right","English",NA,5,4,439100
"17","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726747628,17,2879,122,104,"Half","right","English",NA,5,4,439100
"18","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726749242,18,1613,122,425,"Half","right","English",NA,5,4,439100
"19","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726752254,19,3011,185,122,"Half","left","English",NA,5,4,439100
"20","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726756102,20,3847,185,196,"Half","right","English",NA,5,4,439100
"21","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726758196,21,2092,185,264,"Half","left","English",NA,5,4,439100
"22","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726760761,22,2564,185,295,"Half","right","English",NA,5,4,439100
"23","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726763455,23,2693,185,180,"Half","right","English",NA,5,4,439100
"24","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726766441,24,2985,185,185,"Half","right","English",NA,5,4,439100
"25","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726769536,25,3094,185,269,"Half","left","English",NA,5,4,439100
"26","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726774038,26,4500,185,201,"Half","right","English",NA,5,4,439100
"27","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726775759,27,1720,185,39,"Half","right","English",NA,5,4,439100
"28","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726777812,28,2052,197,185,"Half","right","English",NA,5,4,439100
"29","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726780494,29,2681,198,197,"Half","right","English",NA,5,4,439100
"30","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726782779,30,2284,198,36,"Half","left","English",NA,5,4,439100
"31","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726784806,31,2025,198,403,"Half","right","English",NA,5,4,439100
"32","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726788462,32,3653,218,198,"Half","right","English",NA,5,4,439100
"33","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726790168,33,1705,218,13,"Half","right","English",NA,5,4,439100
"34","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726792400,34,2230,218,221,"Half","right","English",NA,5,4,439100
"35","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726795720,35,3318,218,210,"Half","right","English",NA,5,4,439100
"36","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726797427,36,1706,218,288,"Half","right","English",NA,5,4,439100
"37","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726800158,37,2730,218,74,"Half","left","English",NA,5,4,439100
"38","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726804993,38,4834,207,218,"Half","left","English",NA,5,4,439100
"39","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726809273,39,4279,211,207,"Half","right","English",NA,5,4,439100
"40","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726813455,40,4181,211,203,"Half","right","English",NA,5,4,439100
"41","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726819523,41,6066,231,211,"Half","right","English",NA,5,4,439100
"42","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726821397,42,1873,231,238,"Half","right","English",NA,5,4,439100
"43","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726823089,43,1691,231,340,"Half","right","English",NA,5,4,439100
"44","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726825692,44,2601,231,117,"Half","left","English",NA,5,4,439100
"45","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726827745,45,2052,241,231,"Half","right","English",NA,5,4,439100
"46","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726829373,46,1626,241,51,"Half","left","English",NA,5,4,439100
"47","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726831308,47,1934,241,127,"Half","left","English",NA,5,4,439100
"48","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726834578,48,3270,241,93,"Half","right","English",NA,5,4,439100
"49","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726838258,49,3678,241,169,"Half","left","English",NA,5,4,439100
"50","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726842573,50,4314,241,212,"Half","right","English",NA,5,4,439100
"51","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726853179,1,5320,212,84,"Most","left","English",NA,5,4,439100
"52","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726854991,2,1811,226,212,"Most","right","English",NA,5,4,439100
"53","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726856720,3,1728,226,19,"Most","right","English",NA,5,4,439100
"54","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726858094,4,1373,432,226,"Most","right","English",NA,5,4,439100
"55","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726859740,5,1645,432,18,"Most","right","English",NA,5,4,439100
"56","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726861432,6,1691,432,185,"Most","left","English",NA,5,4,439100
"57","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726863115,7,1682,432,9,"Most","right","English",NA,5,4,439100
"58","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726864619,8,1503,432,3,"Most","left","English",NA,5,4,439100
"59","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726867095,9,2475,432,413,"Most","left","English",NA,5,4,439100
"60","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726868642,10,1546,432,19,"Most","right","English",NA,5,4,439100
"61","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726870146,11,1502,432,48,"Most","right","English",NA,5,4,439100
"62","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726872230,12,2082,432,430,"Most","right","English",NA,5,4,439100
"63","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726879208,13,6976,432,431,"Most","right","English",NA,5,4,439100
"64","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726881700,14,2491,432,417,"Most","left","English",NA,5,4,439100
"65","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726883290,15,1589,432,5,"Most","left","English",NA,5,4,439100
"66","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726885243,16,1949,432,412,"Most","right","English",NA,5,4,439100
"67","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726888473,17,3229,432,425,"Most","left","English",NA,5,4,439100
"68","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726889999,18,1525,432,36,"Most","left","English",NA,5,4,439100
"69","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726891415,19,1415,432,14,"Most","left","English",NA,5,4,439100
"70","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726892842,20,1426,432,17,"Most","right","English",NA,5,4,439100
"71","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726894262,21,1419,432,169,"Most","left","English",NA,5,4,439100
"72","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726895603,22,1340,432,58,"Most","left","English",NA,5,4,439100
"73","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726897183,23,1579,432,222,"Most","left","English",NA,5,4,439100
"74","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726899104,24,1919,432,379,"Most","right","English",NA,5,4,439100
"75","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726900782,25,1676,432,415,"Most","right","English",NA,5,4,439100
"76","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726902353,26,1570,432,6,"Most","left","English",NA,5,4,439100
"77","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726904084,27,1730,432,422,"Most","left","English",NA,5,4,439100
"78","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726906420,28,2335,432,426,"Most","right","English",NA,5,4,439100
"79","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726907985,29,1564,432,15,"Most","left","English",NA,5,4,439100
"80","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726910036,30,2050,432,406,"Most","left","English",NA,5,4,439100
"81","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726911445,31,1408,432,12,"Most","right","English",NA,5,4,439100
"82","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726913612,32,2165,432,427,"Most","left","English",NA,5,4,439100
"83","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726915077,33,1463,432,113,"Most","left","English",NA,5,4,439100
"84","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726917035,34,1956,432,427,"Most","right","English",NA,5,4,439100
"85","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726919549,35,2513,432,423,"Most","left","English",NA,5,4,439100
"86","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726921037,36,1486,432,31,"Most","right","English",NA,5,4,439100
"87","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726922524,37,1486,432,169,"Most","right","English",NA,5,4,439100
"88","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726923968,38,1443,432,10,"Most","left","English",NA,5,4,439100
"89","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726925404,39,1435,432,16,"Most","right","English",NA,5,4,439100
"90","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726927019,40,1614,432,259,"Most","right","English",NA,5,4,439100
"91","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726928468,41,1448,432,9,"Most","right","English",NA,5,4,439100
"92","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726930289,42,1819,432,417,"Most","left","English",NA,5,4,439100
"93","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726932046,43,1756,432,417,"Most","right","English",NA,5,4,439100
"94","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726933704,44,1657,432,413,"Most","right","English",NA,5,4,439100
"95","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726935404,45,1699,432,417,"Most","left","English",NA,5,4,439100
"96","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726937176,46,1771,432,412,"Most","left","English",NA,5,4,439100
"97","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726938612,47,1435,432,228,"Most","right","English",NA,5,4,439100
"98","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726943589,48,4975,432,432,"Most","right","English",NA,5,4,439100
"99","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726945192,49,1602,432,3,"Most","right","English",NA,5,4,439100
"100","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726947813,50,2620,432,109,"Most","right","English",NA,5,4,439100
"101","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726955077,1,4719,168,111,"All","right","English",NA,5,4,439100
"102","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726958169,2,3091,182,168,"All","left","English",NA,5,4,439100
"103","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726960246,3,2076,182,192,"All","right","English",NA,5,4,439100
"104","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726962261,4,2014,181,182,"All","right","English",NA,5,4,439100
"105","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726964639,5,2377,200,181,"All","right","English",NA,5,4,439100
"106","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726966148,6,1508,187,200,"All","right","English",NA,5,4,439100
"107","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726967403,7,1254,426,187,"All","left","English",NA,5,4,439100
"108","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726970514,8,3108,420,426,"All","right","English",NA,5,4,439100
"109","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726972007,9,1492,424,420,"All","left","English",NA,5,4,439100
"110","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726973414,10,1406,424,0,"All","right","English",NA,5,4,439100
"111","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726975033,11,1618,424,256,"All","right","English",NA,5,4,439100
"112","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726976312,12,1278,424,181,"All","right","English",NA,5,4,439100
"113","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726978278,13,1965,424,419,"All","left","English",NA,5,4,439100
"114","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726979710,14,1431,424,423,"All","left","English",NA,5,4,439100
"115","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726981736,15,2025,424,365,"All","right","English",NA,5,4,439100
"116","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726984022,16,2285,424,407,"All","left","English",NA,5,4,439100
"117","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726985588,17,1565,424,137,"All","right","English",NA,5,4,439100
"118","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726987037,18,1448,424,308,"All","left","English",NA,5,4,439100
"119","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726988374,19,1330,424,12,"All","left","English",NA,5,4,439100
"120","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726989489,20,1112,424,91,"All","left","English",NA,5,4,439100
"121","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726991015,21,1525,424,424,"All","right","English",NA,5,4,439100
"122","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726992476,22,1460,424,261,"All","left","English",NA,5,4,439100
"123","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726993655,23,1177,424,424,"All","left","English",NA,5,4,439100
"124","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726995051,24,1394,424,193,"All","right","English",NA,5,4,439100
"125","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726996115,25,1063,424,8,"All","right","English",NA,5,4,439100
"126","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726998016,26,1900,424,413,"All","right","English",NA,5,4,439100
"127","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474726999461,27,1444,424,6,"All","left","English",NA,5,4,439100
"128","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474727000757,28,1295,430,424,"All","left","English",NA,5,4,439100
"129","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474727002735,29,1977,430,390,"All","left","English",NA,5,4,439100
"130","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474727004148,30,1412,412,430,"All","left","English",NA,5,4,439100
"131","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474727005439,31,1289,412,359,"All","left","English",NA,5,4,439100
"132","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474727007136,32,1696,412,59,"All","right","English",NA,5,4,439100
"133","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474727009172,33,2035,410,412,"All","left","English",NA,5,4,439100
"134","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474727010552,34,1379,410,50,"All","right","English",NA,5,4,439100
"135","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474727012107,35,1554,398,410,"All","left","English",NA,5,4,439100
"136","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474727013557,36,1449,398,384,"All","left","English",NA,5,4,439100
"137","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474727014943,37,1385,404,398,"All","right","English",NA,5,4,439100
"138","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474727016195,38,1251,424,404,"All","right","English",NA,5,4,439100
"139","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474727017638,39,1442,424,409,"All","right","English",NA,5,4,439100
"140","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474727019485,40,1846,424,352,"All","left","English",NA,5,4,439100
"141","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474727021371,41,1884,424,420,"All","left","English",NA,5,4,439100
"142","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474727022525,42,1153,424,202,"All","left","English",NA,5,4,439100
"143","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474727023679,43,1153,424,3,"All","right","English",NA,5,4,439100
"144","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474727025897,44,2217,408,424,"All","left","English",NA,5,4,439100
"145","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474727027310,45,1412,408,294,"All","right","English",NA,5,4,439100
"146","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474727028965,46,1654,408,416,"All","right","English",NA,5,4,439100
"147","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474727030131,47,1165,408,111,"All","right","English",NA,5,4,439100
"148","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474727033753,48,3621,408,410,"All","left","English",NA,5,4,439100
"149","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474727035150,49,1396,405,408,"All","left","English",NA,5,4,439100
"150","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474727036818,50,1667,411,405,"All","left","English",NA,5,4,439100
"151","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474727042397,1,3558,74,361,"Hardly Any","left","English",NA,5,4,439100
"152","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474727044141,2,1743,74,82,"Hardly Any","left","English",NA,5,4,439100
"153","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474727046644,3,2502,55,74,"Hardly Any","right","English",NA,5,4,439100
"154","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474727047977,4,1331,55,323,"Hardly Any","right","English",NA,5,4,439100
"155","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474727050687,5,2709,40,55,"Hardly Any","left","English",NA,5,4,439100
"156","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474727052667,6,1979,4,40,"Hardly Any","right","English",NA,5,4,439100
"157","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474727054395,7,1727,4,98,"Hardly Any","left","English",NA,5,4,439100
"158","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474727055854,8,1458,4,20,"Hardly Any","right","English",NA,5,4,439100
"159","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474727057630,9,1774,4,112,"Hardly Any","left","English",NA,5,4,439100
"160","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474727059169,10,1538,4,415,"Hardly Any","right","English",NA,5,4,439100
"161","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474727061350,11,2180,4,84,"Hardly Any","left","English",NA,5,4,439100
"162","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474727062748,12,1397,4,190,"Hardly Any","left","English",NA,5,4,439100
"163","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474727064324,13,1575,4,23,"Hardly Any","right","English",NA,5,4,439100
"164","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474727065428,14,1103,4,422,"Hardly Any","right","English",NA,5,4,439100
"165","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474727066646,15,1217,4,421,"Hardly Any","right","English",NA,5,4,439100
"166","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474727068150,16,1504,4,356,"Hardly Any","left","English",NA,5,4,439100
"167","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474727069111,17,960,4,242,"Hardly Any","left","English",NA,5,4,439100
"168","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474727070599,18,1488,4,423,"Hardly Any","right","English",NA,5,4,439100
"169","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474727072048,19,1448,4,101,"Hardly Any","left","English",NA,5,4,439100
"170","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474727073244,20,1195,4,432,"Hardly Any","left","English",NA,5,4,439100
"171","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474727075116,21,1871,0,4,"Hardly Any","right","English",NA,5,4,439100
"172","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474727076592,22,1475,0,418,"Hardly Any","left","English",NA,5,4,439100
"173","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474727077630,23,1037,0,322,"Hardly Any","left","English",NA,5,4,439100
"174","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474727079762,24,2132,0,8,"Hardly Any","left","English",NA,5,4,439100
"175","A1FYTTGF0QACU9:3F6KKYWMNC93NQ17NI20TOD6B9CDNX",1474727080799,25,1036,0,180,"Hardly Any","left","English",NA,5,4,439100
