"X","id","itemTime","trial","RT","number_chosen","number_not_chosen","quantifier","clicked_left","language","comments","engagement","difficulty","time"
49,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877699326,49,3662,156,151,"Half","right","English",NA,8,6,757997
50,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877706343,50,7012,156,150,"Half","left","English",NA,8,6,757997
51,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877717641,1,4348,193,162,"Many","right","English",NA,8,6,757997
52,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877722750,2,5103,193,177,"Many","left","English",NA,8,6,757997
53,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877726779,3,4024,193,174,"Many","right","English",NA,8,6,757997
54,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877732114,4,5330,209,193,"Many","right","English",NA,8,6,757997
55,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877737220,5,5100,213,209,"Many","right","English",NA,8,6,757997
56,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877740289,6,3061,369,213,"Many","right","English",NA,8,6,757997
57,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877744281,7,3982,369,109,"Many","left","English",NA,8,6,757997
58,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877748655,8,4364,413,369,"Many","right","English",NA,8,6,757997
59,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877752462,9,3800,413,397,"Many","right","English",NA,8,6,757997
60,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877755485,10,3016,413,0,"Many","right","English",NA,8,6,757997
61,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877758378,11,2885,366,413,"Many","right","English",NA,8,6,757997
62,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877760915,12,2531,366,141,"Many","right","English",NA,8,6,757997
63,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877763746,13,2824,366,370,"Many","right","English",NA,8,6,757997
64,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877767186,14,3435,366,362,"Many","right","English",NA,8,6,757997
65,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877769728,15,2536,366,23,"Many","left","English",NA,8,6,757997
66,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877772544,16,2812,387,366,"Many","left","English",NA,8,6,757997
67,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877775837,17,3288,387,422,"Many","right","English",NA,8,6,757997
68,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877778570,18,2727,369,387,"Many","right","English",NA,8,6,757997
69,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877781355,19,2781,360,369,"Many","right","English",NA,8,6,757997
70,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877784754,20,3394,360,355,"Many","right","English",NA,8,6,757997
71,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877788326,21,3570,360,40,"Many","right","English",NA,8,6,757997
72,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877793314,22,4983,360,288,"Many","left","English",NA,8,6,757997
73,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877796289,23,2971,360,230,"Many","left","English",NA,8,6,757997
74,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877800501,24,4208,362,360,"Many","right","English",NA,8,6,757997
75,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877803692,25,3187,362,264,"Many","left","English",NA,8,6,757997
76,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877807064,26,3366,344,362,"Many","left","English",NA,8,6,757997
77,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877812328,27,5259,359,344,"Many","right","English",NA,8,6,757997
78,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877815433,28,3096,359,45,"Many","left","English",NA,8,6,757997
79,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877819839,29,4396,359,361,"Many","right","English",NA,8,6,757997
80,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877824949,30,5104,359,361,"Many","right","English",NA,8,6,757997
81,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877829606,31,4652,359,354,"Many","right","English",NA,8,6,757997
82,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877833125,32,3512,359,362,"Many","left","English",NA,8,6,757997
83,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877838542,33,5412,374,359,"Many","right","English",NA,8,6,757997
84,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877842572,34,4025,364,374,"Many","left","English",NA,8,6,757997
85,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877846051,35,3476,376,364,"Many","left","English",NA,8,6,757997
86,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877849520,36,3463,358,376,"Many","right","English",NA,8,6,757997
87,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877852801,37,3275,349,358,"Many","right","English",NA,8,6,757997
88,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877856029,38,3224,349,343,"Many","right","English",NA,8,6,757997
89,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877861643,39,5607,349,393,"Many","right","English",NA,8,6,757997
90,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877866041,40,4392,356,349,"Many","left","English",NA,8,6,757997
91,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877868939,41,2896,345,356,"Many","left","English",NA,8,6,757997
92,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877872643,42,3699,345,334,"Many","left","English",NA,8,6,757997
93,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877878312,43,5663,352,345,"Many","left","English",NA,8,6,757997
94,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877882764,44,4444,352,337,"Many","left","English",NA,8,6,757997
95,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877887145,45,4375,352,352,"Many","right","English",NA,8,6,757997
96,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877889657,46,2507,356,352,"Many","right","English",NA,8,6,757997
97,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877892689,47,3027,356,157,"Many","left","English",NA,8,6,757997
98,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877895105,48,2410,356,340,"Many","left","English",NA,8,6,757997
99,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877897891,49,2780,356,7,"Many","left","English",NA,8,6,757997
100,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877901246,50,3349,356,358,"Many","left","English",NA,8,6,757997
101,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877909400,1,4746,164,316,"Few","right","English",NA,8,6,757997
102,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877915451,2,6045,164,179,"Few","left","English",NA,8,6,757997
103,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877919401,3,3947,164,152,"Few","left","English",NA,8,6,757997
104,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877924281,4,4876,164,153,"Few","left","English",NA,8,6,757997
105,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877928050,5,3764,164,169,"Few","right","English",NA,8,6,757997
106,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877932811,6,4756,164,184,"Few","right","English",NA,8,6,757997
107,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877936783,7,3969,162,164,"Few","right","English",NA,8,6,757997
108,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877939806,8,3018,160,162,"Few","right","English",NA,8,6,757997
109,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877943864,9,4051,160,145,"Few","right","English",NA,8,6,757997
110,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877947183,10,3310,28,160,"Few","left","English",NA,8,6,757997
111,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877950656,11,3464,28,46,"Few","right","English",NA,8,6,757997
112,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877954390,12,3725,28,40,"Few","left","English",NA,8,6,757997
113,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877957609,13,3212,28,40,"Few","left","English",NA,8,6,757997
114,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877960349,14,2731,28,376,"Few","right","English",NA,8,6,757997
115,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877963297,15,2942,28,45,"Few","right","English",NA,8,6,757997
116,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877966589,16,3287,13,28,"Few","left","English",NA,8,6,757997
117,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877969290,17,2694,13,168,"Few","right","English",NA,8,6,757997
118,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877974486,18,5191,13,25,"Few","right","English",NA,8,6,757997
119,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877977304,19,2812,13,24,"Few","right","English",NA,8,6,757997
120,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877980921,20,3611,13,50,"Few","right","English",NA,8,6,757997
121,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877983514,21,2587,13,348,"Few","left","English",NA,8,6,757997
122,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877986632,22,3112,13,179,"Few","right","English",NA,8,6,757997
123,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877990000,23,3364,13,32,"Few","left","English",NA,8,6,757997
124,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877994162,24,4157,6,13,"Few","right","English",NA,8,6,757997
125,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474877998184,25,4017,12,6,"Few","right","English",NA,8,6,757997
126,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474878001536,26,3347,12,283,"Few","right","English",NA,8,6,757997
127,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474878004098,27,2558,12,91,"Few","left","English",NA,8,6,757997
128,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474878007306,28,3204,12,138,"Few","left","English",NA,8,6,757997
129,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474878009836,29,2520,12,387,"Few","right","English",NA,8,6,757997
130,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474878012736,30,2893,12,17,"Few","right","English",NA,8,6,757997
131,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474878016845,31,4103,12,17,"Few","left","English",NA,8,6,757997
132,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474878019905,32,3054,12,432,"Few","right","English",NA,8,6,757997
133,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474878023103,33,3192,12,18,"Few","right","English",NA,8,6,757997
134,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474878026011,34,2903,12,345,"Few","left","English",NA,8,6,757997
135,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474878029095,35,3078,12,124,"Few","right","English",NA,8,6,757997
136,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474878031595,36,2496,12,12,"Few","right","English",NA,8,6,757997
137,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474878035225,37,3625,174,12,"Few","right","English",NA,8,6,757997
138,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474878039389,38,4159,177,174,"Few","left","English",NA,8,6,757997
139,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474878042102,39,2707,177,379,"Few","right","English",NA,8,6,757997
140,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474878046724,40,4617,177,178,"Few","right","English",NA,8,6,757997
141,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474878049845,41,3116,177,417,"Few","left","English",NA,8,6,757997
142,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474878053510,42,3662,42,177,"Few","right","English",NA,8,6,757997
143,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474878056403,43,2888,42,56,"Few","right","English",NA,8,6,757997
144,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474878059302,44,2894,42,190,"Few","right","English",NA,8,6,757997
145,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474878061306,45,2001,42,396,"Few","right","English",NA,8,6,757997
146,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474878064504,46,3192,42,44,"Few","left","English",NA,8,6,757997
147,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474878067591,47,3084,42,38,"Few","left","English",NA,8,6,757997
148,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474878069934,48,2339,42,74,"Few","left","English",NA,8,6,757997
149,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474878073322,49,3384,42,98,"Few","right","English",NA,8,6,757997
150,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474878076375,50,3050,40,42,"Few","right","English",NA,8,6,757997
151,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474878084304,1,3588,417,393,"Most","left","English",NA,8,6,757997
152,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474878087054,2,2742,417,41,"Most","right","English",NA,8,6,757997
153,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474878089907,3,2846,422,417,"Most","left","English",NA,8,6,757997
154,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474878092859,4,2947,422,421,"Most","left","English",NA,8,6,757997
155,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474878095653,5,2790,422,416,"Most","right","English",NA,8,6,757997
156,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474878099268,6,3608,411,422,"Most","right","English",NA,8,6,757997
157,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474878101748,7,2474,411,330,"Most","left","English",NA,8,6,757997
158,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474878104610,8,2857,410,411,"Most","left","English",NA,8,6,757997
159,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474878107630,9,3014,410,400,"Most","left","English",NA,8,6,757997
160,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474878110031,10,2395,410,204,"Most","right","English",NA,8,6,757997
161,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474878113428,11,3394,400,410,"Most","left","English",NA,8,6,757997
162,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474878117450,12,4020,390,400,"Most","right","English",NA,8,6,757997
163,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474878120450,13,2995,390,244,"Most","right","English",NA,8,6,757997
164,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474878123640,14,3185,390,79,"Most","left","English",NA,8,6,757997
165,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474878127895,15,4251,383,390,"Most","left","English",NA,8,6,757997
166,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474878130930,16,3031,391,383,"Most","right","English",NA,8,6,757997
167,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474878135960,17,5025,391,372,"Most","left","English",NA,8,6,757997
168,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474878139762,18,3797,391,106,"Most","left","English",NA,8,6,757997
169,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474878143821,19,4054,373,391,"Most","right","English",NA,8,6,757997
170,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474878148617,20,4788,382,373,"Most","left","English",NA,8,6,757997
171,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474878152131,21,3506,382,384,"Most","right","English",NA,8,6,757997
172,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474878155986,22,3846,382,356,"Most","left","English",NA,8,6,757997
173,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474878159408,23,3414,382,85,"Most","left","English",NA,8,6,757997
174,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474878162976,24,3560,369,382,"Most","right","English",NA,8,6,757997
175,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474878166330,25,3348,369,329,"Most","left","English",NA,8,6,757997
176,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474878170246,26,3910,369,374,"Most","right","English",NA,8,6,757997
177,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474878173600,27,3348,369,241,"Most","left","English",NA,8,6,757997
178,"A16KDMZ7CEDHNV:3PZDLQMM0UTXTC601395HUSQFGE2C4",1474878177332,28,3726,369,164,"Most","right","English",NA,8,6,757997
